"Season","Adjusted.Temo","Adjusted.Offensive.Efficiency","Adjusted.Defensive.Efficiency","Avg.Possession.Length..Offense.","Avg.Possession.Length..Defense.","eFGPct","TOPct","ORPct","FTRate","OffFT","Off2PtFG","Off3PtFG","DefFT","Def2PtFG","Def3PtFG","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","AdjEM","Pre.Tournament.Tempo","Pre.Tournament.AdjTempo","Pre.Tournament.OE","Pre.Tournament.AdjOE","Pre.Tournament.DE","Pre.Tournament.AdjDE","Pre.Tournament.AdjEM","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","FG3Rate","OppFG3Rate","ARate","OppARate","StlRate","OppStlRate","AvgHeight","CenterHeight","PFHeight","SFHeight","SGHeight","PGHeight","EffectiveHeight","Experience","Bench","CenterPts","PFPts","SFPts","SGPts","PGPts","CenterOR","PFOR","SFOR","SGOR","PGOR","CenterDR","PFDR","SFDR","SGDR","PGDR","Net.Rating","Seed","Post.Season.Tournament.Sorting.Index","Final.Four."
2013,69.6,112.2,95.1,15.8,17.6,49.2673,17.2325,34.6491,28.1528,16.2009,54.4562,29.3429,16.5566,54.3353,29.1082,71.5679,69.5615,105.454,112.209,96.8998,95.0658,17.1429,71.533,68.7962,106.13,112.478,96.8499,95.3146,17.1634,46.3368,37.2126,67.6656,7.8762,46.2729,34.407,70.2277,8.6118,30.9059,32.4466,60.2041,47.2564,0.1146,0.0947,77.58,0.54,0.86,1.3,1.7,0.34,1.41,1.23,29.2,19.91,21.42,23.6,20.6,14.46,28.91,26.6,24.31,16.36,3.83,27.69,25.45,19.19,14.14,13.54,17.1,"8",1,"No"
2016,69.6,112.1,95,17,17,50.983,16.3273,33.18486,32.21626,17.9432,53.7936,28.2632,20.2459,54.918,24.8361,69.9341,69.5762,110.033,112.081,96.1235,95.0143,17.0672,69.9071,69.4498,109.987,110.984,95.4471,94.769,16.2152,50.1005,35.1678,69.2094,9.7826,48.5507,33.7229,67.8571,9.779,33.2887,30.2678,51.1881,52.6376,0.1219,0.0805,76.62,-0.68,-0.6,-0.77,0.9,0.35,-1.28,2.09,34.55,20.25,17.51,22.12,22.29,17.83,38.48,32.88,12.98,12.01,3.65,27.4,25.24,17.16,16.57,13.63,17.1,"10",1,"No"
2023,64.1,108.1,91,18.7,17.7,49.9202975557917,19.5464715071268,33.8983050847458,27.8958554729012,15.7776781712237,55.8493948901838,28.3729269385926,22.8834059022738,40.5418480890179,36.5747460087083,65.6871,64.0639,101.997,108.078,94.887,91.0402,17.0379,65.8211,64.3155,103.094,109.884,94.8508,91.5493,18.3345,50.0401606425703,33.1240188383046,67.0476190476191,11.2808460634548,49.2361927144536,33.7349397590361,72.5460122699387,7.79116465863454,33.8469713071201,46.7459324155194,54.7961630695444,57.8241430700447,0.132751211640908,0.102538866922632,77.27,0.63,0.3,-1.01,0.43,0.61,0.46,2.4,31.36,23.11,16.12,23.92,21.28,15.56,41.47,26.48,9.61,6.54,15.9,24.15,26.25,17.06,14.44,18.1,17.1,"6",1,"No"
2024,67.1,113,95.9,18,17,51.4306857424766,18.8619605038838,35.3658536585366,37.3951652688703,19.5912070960278,51.369070574624,29.0397223293482,19.9420769549028,49.4000827472073,30.6578402978899,68.696,67.083,107.38,112.98,100.374,95.9126,17.067,68.9135,67.0611,108.092,113.66,100.016,95.6804,17.9796,53.4081796311147,32.1794871794872,67.0184696569921,9.02192242833052,50.3372681281619,29.7590361445783,75.195007800312,10.5854049719326,38.4805130735076,41.1706349206349,53.1079607415485,48.5781990521327,0.117731797430835,0.106124437120753,76.88,1.07,0.25,0.76,-1.32,-2.05,0.66,2.52156,34.07,22.98,14.81,16.6,16.68,28.91,41.11,22.9,26.38,5.51,4.07,29.36,28.12,18.17,12.25,12.08,17.1,"8",1,"No"
2012,67.2,117.1,100.1,16.4,18.5,55.5132,17.5713,34.2895,38.7195,20.4007,46.7031,32.8962,19.4613,54.4744,26.0643,69.2337,67.2001,116.176,117.094,96.8859,100.138,16.9558,69.5377,66.7473,116.677,117.088,96.034,99.4192,17.6692,54.4143,38.1013,73.4908,5.5639,47.1429,33.8409,65.4971,12.4788,40.1423,30.7652,62.4204,53.2044,0.1047,0.0932,76.22,0.93,0.32,-0.93,-0.6,-0.17,1.25,2.12,33.63,24.83,16.81,20.05,20.13,18.18,37.25,28.56,14.56,10.89,8.74,30.56,21.54,16.51,16.02,15.37,17,"14",1,"No"
2022,65.9,108.7,91.7,18.8,16.9,48.7009679062659,21.367962171758,37.8956372968349,31.4314824248599,17.8694158075601,57.9037800687285,24.2268041237113,16.7648391481649,54.8255550521069,28.4096057997281,67.2198,65.9267,101.14,108.669,95.912,91.6505,17.019,67.1122,65.834,101.094,108.261,96.6485,93.3525,14.909,50.2609992542878,30.2250803858521,67.4230145867099,11.1816019032514,47.9777954004758,30.9171597633136,70.8812260536398,8.57568978374347,31.6861946001019,34.8993288590604,53.8283062645012,54.1769041769042,0.0951134901547766,0.105536886336122,77.93,1.03,0.2,1.49,0.63,1.5,0.62,1.47,33.27,16.39,18.52,22.52,18.6,23.96,42.25,25.41,23.56,5.71,3.05,20.41,21.68,20.91,20.31,16.68,17,"9",1,"No"
2024,66.1,114,97,17.1,18.9,54.1535226077813,15.407726975078,24.6498599439776,31.8086225026288,18.0914512922465,53.2803180914513,28.6282306163022,19.4191590810576,52.8825314260945,27.6983094928479,66.3451,66.1088,110.687,114.028,101.557,97.0127,17.015,66.4971,65.8055,112.111,115.379,103.134,98.7759,16.603,57.0212765957447,33.0123796423659,75.2066115702479,7.94025157232704,47.9559748427673,32.9721362229102,73.6842105263158,8.34042553191489,38.2229232386961,33.6809176225235,64.9450549450549,47.6306196840826,0.0880441541433029,0.0792397387289726,76.53,-1.84,-0.47,-0.45,0.44,-0.67,-1.15,2.44345,29.41,22.71,23.45,17.55,13.18,23.08,28.74,32.85,21.69,9.11,7.58,17.85,30.12,24.06,14.74,13.19,17,"10",1,"No"
2021,67.1,112.1,95.1,17.4,17.4,50.7975460122699,15.6555772994129,26.9628099173554,29.3251533742331,17.6938369781312,50.6958250497018,31.610337972167,15.3234358430541,49.2046659597031,35.4718981972428,69.0519,67.1408,106.099,112.113,99.7457,95.0534,17.0597,69.1751,67.689,106.109,111.427,98.5625,94.7836,16.6439,50.5952380952381,34.0836012861736,74.4769874476987,9.78043912175649,46.3073852295409,35.68,74.8704663212435,8.13492063492063,38.159509202454,38.4142593730793,49.7229916897507,47.5982532751092,0.10207859522928,0.0803935050510393,76.86,0.35,-0.52,-0.15,-0.6,0.63,-0.09,2.13,31.77,20.18,15.95,26.12,18.31,19.38,31.19,35.07,12.65,11.36,9.64,23.86,17.56,22.71,20.42,15.37,17,"8",1,"No"
2013,69.2,112.3,95.3,16.2,17.9,49.148,15.9397,34.0991,38.8341,21.1227,53.1846,25.6927,18.1818,51.8057,30.0125,70.5852,69.2123,108.042,112.291,94.0968,95.3438,16.9467,70.9387,68.7636,108.453,112.338,94.1225,95.8159,16.5223,49.4314,32.381,67.7829,13.6195,46.188,31.2176,66.3636,7.8261,32.9596,36.3636,45.8547,54.5665,0.1157,0.0811,76.99,0.41,0.68,0.88,0.5,-1.64,1.09,1.85,29.77,15.31,22.03,15.08,18.61,28.97,38.67,36.88,10.41,8.41,5.63,25.34,31.21,17.76,11.54,14.15,17,"12",1,"No"
2013,66.8,116.8,99.8,16.5,18.5,54.2023,17.9662,34.676,40.916,20.4579,59.1581,20.384,18.3483,56.1432,25.5085,68.62,66.7518,112.179,116.809,102.052,99.8195,16.9894,68.693,66.1873,112.277,116.772,101.674,99.3673,17.4046,52.8364,39.0658,68.1427,10.124,47.5207,30.1587,72.6248,8.1794,23.7041,32.3077,51.8782,45.6062,0.0942,0.0867,77.98,-0.08,1.86,1.95,3.01,1.38,1.78,1.67,19.31,23.52,21.8,19.96,18.64,16.07,26.46,41.25,16.26,7.15,8.87,27.92,26.06,17.15,16.76,12.12,17,"8",1,"No"
2023,67.8,114.2,97.2,16.4,18.7,53.5487028879099,16.7849352082758,28.1332164767748,29.4664708761625,16.3608562691131,60.7033639143731,22.9357798165138,18.1780366056572,49.0016638935108,32.8202995008319,68.3688,67.8258,108.714,114.222,100.151,97.1974,17.0251,68.4707,68.1266,108.931,114.651,99.6621,97.2921,17.3586,52.9686457638426,36.7647058823529,71.0963455149502,13.6468774094063,45.4124903623747,33.418043202033,70.3703703703704,7.33822548365577,26.6275085658346,37.763915547025,53.6217303822938,47.887323943662,0.0845494254908188,0.0957949155807306,78.59,-0.26,0.96,1.43,2.38,3.03,0.35,1.51,29.04,28.44,20.43,16.42,19.68,15.03,41.24,28.53,13.87,6.97,9.39,33.21,23.03,14.48,14.91,14.36,17,"4",1,"No"
2019,68.6,111.1,94.1,16.4,18.4,50.4303797468354,16.966632641728,25.8200168208579,31.2911392405063,17.7878662814693,54.2302930251754,27.9818406933553,14.0638481449525,48.6626402070751,37.2735116479724,69.275,68.5911,102.208,111.061,98.8266,94.1204,16.9402,69.7223,68.6808,101.398,109.401,98.1919,93.8663,15.5345,49.7350492051476,34.5565749235474,69.7411003236246,8.2859463850528,45.8164094232331,33.2947976878613,67.2164948453608,9.46252838758516,33.1139240506329,41.2690839694656,48.6976217440544,49.7652582159624,0.0858909333234608,0.0951993103338851,77.41,0.6,0.8,0.2,1.02,0.33,0.7,2.14,31.08,19.94,22.74,16.35,22.8,18.11,25.56,27.59,21.88,16.84,8.09,23.39,28.67,12.69,22.01,13.17,17,"9",1,"No"
2024,66.6,117.5,100.5,17.5,18,45.7248263888889,14.0878044808176,42.2506738544474,38.6284722222222,22.9897660818713,49.0497076023392,27.9605263157895,18.4098803550753,44.7703589347742,36.8197607101505,67.7278,66.5549,111.58,117.491,105.255,100.467,17.0247,67.4371,65.8397,110.767,116.002,104.483,99.8937,16.1079,46.7595818815331,29.3440736478711,70.6741573033708,9.35875216637782,50.2599653379549,33.8297872340426,71.4071856287425,13.3101045296167,37.7170138888889,44.8901623686724,44.4924406047516,59.4654788418708,0.101790494803595,0.0777679380299468,77.12,-0.95,-0.03,0.91,0.37,-0.36,-0.49,2.56219,31.35,16.42,12.84,15.8,24.99,29.93,28.88,35.42,15.31,13.64,6.72,22.27,26.53,18.23,16.92,16.03,17,"9",1,"No"
2021,68.3,111,94.1,16.6,17.4,53.1272210376688,21.1937746819168,31.077694235589,33.9019189765458,19.3635382955771,53.2901833872708,27.3462783171521,20.6602162777462,51.6789982925441,27.6607854297097,70.4582,68.2639,104.726,111.045,99.3763,94.0952,16.9501,70.6908,68.6479,104.562,110.975,98.8706,93.4227,17.5522,53.0042918454936,35.5789473684211,75.2620545073375,14.0860215053763,48.8172043010753,30.6818181818182,70.8984375,8.90557939914163,33.7597725657427,36.2139917695473,44.1930618401207,51.2987012987013,0.1017301184732,0.10681662439686,77.44,1.56,0.19,0.13,0.6,0.14,0.88,1.55,29.77,21.45,14.05,21.55,22.37,20.53,41.6,33.47,12.35,7.54,4.96,24.75,21.21,20.78,16.94,16.28,16.9,"7",1,"No"
2018,70.8,115.5,98.6,15.1,17.9,57.4102175012645,15.5589775833498,22.5140712945591,26.4542235710673,14.7257700976709,48.084147257701,37.1900826446281,15.1376146788991,52.9608006672227,31.9015846538782,72.7726,70.787,113.356,115.529,102.265,98.614,16.9147,72.987,70.8444,114.134,116.454,102.198,99.1744,17.2792,58.7155963302752,37.2040586245772,74.9521988527725,6.22047244094488,50,33.5526315789474,72.0238095238095,8.80733944954128,44.8659585230147,37.4384236453202,58.2474226804124,50.7865168539326,0.0750241110868372,0.0839758516142439,77.29,0.85,-0.14,-0.81,0.15,2.38,0.36,1.7,35.49,19.98,15.73,15.26,26.42,22.58,36.18,26.52,7.23,10.5,19.54,23.79,27.11,17.74,16.17,15.16,16.9,"8",1,"No"
2018,69.5,111.3,94.4,16.9,17,51.4622641509434,19.1727464454737,33.9889850511408,32.0283018867925,17.0657544659825,56.7084758646902,26.2257696693273,16.8220510741792,50.5877584110255,32.5901905147953,70.785,69.5037,105.948,111.347,99.8034,94.3907,16.9562,70.6258,69.0256,105.931,111.204,99.0639,94.2949,16.9086,52.4982406755806,32.9041487839771,66.1266568483063,15.2889539136796,45.6474030724214,32.6034063260341,68.8225538971808,9.50035186488388,32.9716981132075,37.5513933302878,55.1229508196721,57.3991031390135,0.0766909857818949,0.0916255461710007,78.8,0.95,3.06,3.27,1.07,1.63,2,1.56,35.59,18.94,24.4,16.94,19.49,20.17,29.87,37.81,19.14,8.41,4.71,30.01,24.98,18.99,13.98,11.97,16.9,"7",1,"No"
2025,67.6,117.3,100.4,17.3,17.8,52.636671504596,14.3674611996213,29.7161936560935,36.7682631833575,20.7135056425191,50.3822351656352,28.8314524936294,21.7938630999213,48.7018095987411,29.5043273013375,68.4203,67.5702,113.038,117.321,104.729,100.418,16.9031,68.4326,67.352,112.903,116.677,104.089,99.5252,17.1519,51.7576664173523,36.1643835616438,74.8684210526316,11.5919629057187,47.8361669242658,33.7837837837838,69.9494949494949,8.07778608825729,35.3168843734882,36.3815142576205,47.2803347280335,48.4464902186421,0.0901568482153884,0.0831583714132806,78.03,0.88,0.18,1.06,0.8,1.24,0.53,2.85034,31.91,16.76,18.72,28.23,17.73,18.56,42.41,31.28,7.85,13.51,4.95,23.68,25.88,17.33,21.89,11.21,16.9,"11",1,"No"
2023,67.6,112.5,95.7,17.2,17.7,49.4977398292315,17.6710684273709,32.8358208955224,36.3134103465595,20.3314470493129,52.8698464025869,26.7987065481002,23.1972198088619,51.7810599478714,25.0217202432667,68.643,67.5877,105.535,112.479,98.3279,95.7074,16.7721,68.6925,67.6112,105.387,112.689,97.2563,95.2408,17.4484,50.6976744186046,31.5263908701854,69.5712309820194,13.5753749013418,47.0402525651144,28.7856071964018,71.0106382978723,9.14728682170543,35.2084379708689,34.488107549121,54.7428571428571,48.2233502538071,0.112258236627985,0.101587301587302,76.89,1.06,1.05,0.66,-2.14,-1.63,1.06,2.1,34.4,21.49,21.77,18.06,13.34,25.35,44,25.25,17.85,6.74,6.16,28.71,22.02,21.78,11.65,15.84,16.8,"9",1,"No"
2021,68.6,113.7,96.9,16.4,18,51.249256395003,16.3098354224415,29.2089249492901,28.3164782867341,17.7565632458234,48.3054892601432,33.9379474940334,15.6822810590631,47.3523421588595,36.9653767820774,69.0692,68.5506,107.821,113.651,101.16,96.9039,16.7469,69.6241,69.2068,108.366,113.82,101.139,97.5937,16.2268,50.4486540378863,34.9557522123894,78.1512605042017,14.6569646569647,48.3367983367983,31.758530183727,74.2168674698795,8.87337986041874,40.3331350386675,44.199535962877,56.393001345895,68.4582743988685,0.116792827788461,0.0854079709818701,78.12,1.06,0.29,1.28,1.93,1.46,0.68,1.57,19.12,14.3,20.24,25.35,19.77,20.3,24.94,32.73,12.47,19.73,10.05,20.1,26.86,13.25,20.51,19.22,16.8,"11",1,"No"
2011,66.7,104.5,87.7,16.2,18.3,49.0011,22.9735,36.1702,38.1178,20.5456,52.3444,27.11,22.9493,43.9071,33.1437,69.0208,66.7399,99.3151,104.477,89.8089,87.7196,16.7576,69.6532,67.5152,99.0533,103.157,89.6939,88.1874,14.9701,48.4227,33.4385,66.4828,17.5454,40.0173,30.6176,69.5402,8.5962,33.3333,39.6767,51.2107,55.0287,0.1221,0.1064,78.66,1.55,1.22,0.96,2.45,3.47,2.77,1.69,34.8,21.58,24.3,17.82,16.09,20.22,33.94,28.87,13.75,7.64,15.81,27.92,23.01,14.71,14.17,20.2,16.8,"10",1,"No"
2013,67.9,106.6,89.8,17.2,17.3,49.2891,21.4335,35.7369,38.3412,21.5094,56.7547,21.7358,19.5153,54.5918,25.8929,68.9051,67.9166,102.237,106.624,90.3722,89.8414,16.7829,68.8589,67.0931,102.319,105.529,90.3297,90.6673,14.8613,49.0541,33.2756,70.4574,10.2098,44.8951,33.3882,67.5994,7.1102,27.346,29.8332,51.2712,47.4556,0.1213,0.0958,77.12,1.67,0.33,0.95,1.35,-3.65,2,1.92,32.42,19.76,18.92,22.45,22.67,16.2,32.74,30.33,16.2,16.52,4.21,18.73,35.23,18.39,16.01,11.64,16.8,"12",1,"No"
2011,64.2,110.5,93.7,18.4,18.1,49.9743,16.4018,32.6427,33.7622,19.0833,55.1667,25.75,16.8079,56.7797,26.4124,65.5574,64.2189,106.9,110.506,94.2883,93.6653,16.8405,66.077,64.7767,107.186,109.724,93.5883,92.7362,16.988,48.6765,35.3345,69.8171,11.2635,43.5379,35.7553,70.8333,7.7206,30.0051,27.4109,58.871,49.2405,0.1027,0.0765,77.73,1.13,-0.17,0.19,2.12,3.71,0.97,1.78,27.79,19.76,16.59,19.67,24.33,19.64,35.99,29.48,18.14,7.93,8.45,32,21.24,16.33,15.9,14.53,16.8,"7",1,"No"
2022,66.7,113.9,97.2,17.6,17.9,52.1461420541645,17.2667516923379,30.9742647058824,29.3817066939193,17.3684210526316,56.7611336032389,25.8704453441296,15.8898305084746,55.5084745762712,28.6016949152542,67.4537,66.6947,107.489,113.856,103.056,97.2491,16.6067,67.5085,66.285,108.005,114.207,103.654,98.5588,15.6481,52.7464258841234,33.9171974522293,74.6086956521739,8.61538461538461,50.3846153846154,32.3741007194245,73.385518590998,8.27689992475545,32.0899335717936,34.8370927318296,52.6258205689278,42.8409090909091,0.0697646533023753,0.0806653803808714,78.23,3.4,2.34,2.21,-1.86,0.28,2.87,1.4,23.08,28.92,17.01,16.81,17.8,19.43,36.61,25.34,14.88,15.09,8.05,29.66,19.84,16.36,19.49,14.61,16.7,"11",1,"No"
2012,65.8,113.9,97.2,16.9,18.6,52.6218,18.2724,32.4902,38.7182,20.2008,44.498,35.3012,15.9668,58.7052,25.3281,67.8331,65.8262,108.042,113.868,99.2318,97.1759,16.692,68.0371,65.1229,107.615,112.844,98.1541,96.3879,16.4561,50.2722,37.2774,68.8098,7.1322,49.8514,30.6349,69.7897,9.8911,41.6314,31.8826,57.1429,51.8519,0.0855,0.0842,76.91,-0.11,-0.64,-0.93,1.13,2.22,-0.75,1.89,24.46,21.52,20.99,15.18,22.08,20.23,33.39,35.75,10.44,4.2,16.21,28.65,29.39,14.5,12.57,14.89,16.7,"8",1,"No"
2015,70.4,119.4,102.7,14.6,19.5,53.2341,16.43,33.4195,42.4538,23.4404,45.7733,30.7863,21.6227,53.0478,25.3295,70.0036,70.4346,115.87,119.359,103.368,102.666,16.6926,69.6639,69.7923,116.014,119.356,102.966,101.562,17.7947,50.2024,38.9902,76.7836,7.2419,49.6148,33.0645,69.9068,9.5547,36.6016,32.3253,60.3563,55.9482,0.0973,0.0905,77.56,1.43,0.11,0.53,0.59,1.85,1.54,1.92,36.16,9.99,15.22,28.92,23.31,22.57,33.87,31.49,18.88,8.88,6.88,21.17,26.82,20.72,16.18,15.1,16.7,"11",1,"No"
2023,65.9,113.7,97,17.4,18.3,48.8354037267081,18.3016689632424,36.7398648648649,45.1345755693582,25.9709690074539,48.4896037661828,25.5394272263633,20.2406532015471,42.3721529866781,37.3871938117748,67.1289,65.9103,108.589,113.711,98.935,97.0025,16.7081,67.3544,66.1613,108.864,114.483,98.0857,96.1997,18.2834,48.8151658767773,32.5825825825826,75.9174311926605,7.8544061302682,47.2222222222222,32.9545454545455,70.6146926536732,11.0584518167457,34.472049689441,45.7380457380457,52.5748502994012,59.0038314176245,0.100020748985162,0.106830672320322,76.68,-0.72,0.19,-0.01,-1.08,-0.38,-0.27,2.08,30.57,21.4,13.91,18.3,17.19,29.15,27.8,36.25,12.92,13.68,9.31,22.15,22.14,22.66,17.52,15.48,16.7,"7",1,"No"
2017,67.2,115.7,99,17.6,17.6,51.8854748603352,18.3809038559522,34.5329249617152,41.0614525139665,21.4033850493653,50.3526093088858,28.2440056417489,18.4433788270011,50.239763924751,31.3168572482479,68.1924,67.1604,109.137,115.706,104.26,99.007,16.6985,68.3481,67.1917,108.762,114.744,103.983,99.4255,15.3189,52.0029133284778,34.4516129032258,68.8208616780045,7.71010023130301,52.5057825751735,33.4120425029516,69.8324022346369,10.4151493080845,36.0800744878957,39.5055970149254,57.0846075433231,55.0829875518672,0.0876746041664664,0.0934426702300497,78.49,0.38,0.35,1.28,2.72,3.85,0.37,1.7,31.65,21.88,19.54,17.04,25.65,15.82,49.18,16.74,14.77,11.55,7.68,25.57,21.93,18.82,19.77,13.85,16.7,"11",1,"No"
2015,65.2,112.6,95.9,18.1,18.2,48.3589,18.0986,35.1836,40.6564,22.9114,55.443,21.6456,21.9578,48.6753,29.3669,65.7039,65.1939,105.272,112.6,99.3048,95.8778,16.722,65.7165,64.8656,106.002,112.954,99.2507,95.3871,17.5673,48.9203,31.3187,70.7031,13.4783,47.1304,33.3333,68.9704,7.9672,28.9042,36.2528,57.2464,54.0789,0.1076,0.0867,78.61,3.03,1.78,1.84,2.18,0.92,4.81,1.43,29.23,16.27,19.37,21.66,23.52,19.18,27.81,31.9,17.36,15.33,7.6,21.74,20.16,17.67,21.25,19.18,16.7,"6",1,"No"
2013,60.3,114.6,97.9,20.2,18.3,52.1514,17.6067,33.9772,32.0373,17.8776,54.2041,27.9184,15.3465,58.8659,25.7876,62.0327,60.3217,109.71,114.567,99.6582,97.9197,16.6474,61.9326,59.569,110.33,115.515,99.1734,98.0769,17.4382,50.6098,36.953,70.8738,9.2697,45.927,32.5383,69.0283,9.2988,31.9855,29.1895,65.8072,60.7101,0.0784,0.0896,78.26,0.95,1.34,0.95,3.01,2.34,2.29,1.89,24.75,22.43,21.89,19.57,18.9,17.21,39.13,39.25,6.31,6.91,8.41,26.06,33.51,14.83,16.65,8.94,16.7,"7",1,"No"
2016,65.3,114.9,98.3,18.1,18.1,51.0546,17.4574,36.91027,36.07355,21.0702,54.097,24.8328,17.6849,52.2738,30.0413,66.057,65.3242,111.625,114.856,102.367,98.2607,16.5951,66.4386,65.557,112.668,115.484,102.873,99.2827,16.2013,50.4287,34.9823,75.5622,9.3617,48.4255,35.3896,66.2651,8.4178,30.6111,34.3942,62.2485,54.5108,0.0746,0.0854,78.58,0.02,1.67,2.18,2.37,2.74,1.7,2.07,35.86,20.49,21.84,24.97,16.16,16.54,34.72,33.4,14.66,11.83,5.4,23.73,25.1,20.4,14.93,15.84,16.6,"10",1,"No"
2022,71.9,115.2,98.6,15.4,17.4,51.3272200772201,19.7842282605336,35.2753391859537,32.8667953667954,18.9096454441479,46.2066336256195,34.8837209302326,19.9762187871581,50.8917954815696,29.1319857312723,73.269,71.9053,108.532,115.182,104.254,98.6141,16.5677,73.3157,71.7144,109.137,116.098,104.116,98.7358,17.3625,55.852534562212,30.9017223910841,72.8340675477239,11.8956254796623,49.270913277053,33.7931034482759,71.4893617021277,11.1520737327189,47.6351351351351,35.7495069033531,53.1284302963776,46.1104847801578,0.0960359413480066,0.106340226900368,77.12,0.63,-0.64,0.24,-0.16,0.76,0,1.65,29.69,19.08,17.2,18.81,21.48,23.43,33.05,28,19.71,13.3,5.93,19.74,20.67,22.51,21.34,15.74,16.6,"6",1,"No"
2016,64.6,120.6,104,19.2,17.6,54.0157,15.3214,32.70386,32.85994,18.4172,52.5148,29.068,16.0173,51.6332,32.3495,64.8587,64.6331,115.267,120.629,108.869,104.031,16.5974,65.4047,64.933,115.106,119.69,107.796,103.709,15.9813,52.9061,37.4286,74.2176,10.0638,46.4918,36.9272,72.8086,8.1967,34.2801,34.4635,49.3827,53.0108,0.0841,0.0828,77.69,0.63,1.13,0.58,1.62,0.61,1.76,1.72,21.67,23.89,19.84,16.14,19.67,20.46,40.36,9.21,20.53,20.05,9.84,37.66,17.84,16.27,16.94,11.3,16.6,"6",1,"No"
2012,61.9,106.1,89.5,19.7,18.2,49.1289,20.3023,33.0323,36.1789,20.7494,60.1405,19.1101,22.0021,52.3462,25.6517,63.6658,61.9076,100.893,106.146,90.9217,89.4568,16.6894,63.8917,61.5091,100.89,106.031,90.5515,89.3714,16.6596,51.278,28.9362,71.1075,11.986,43.9195,28.8732,64.526,9.4249,27.2938,33.197,51.671,51.5015,0.1139,0.0863,76.77,0.16,-0.06,0.8,1.5,0.52,0.1,1.01,36.42,22.39,23.35,16.44,17.91,19.91,36.72,26.6,19.77,9.13,7.78,24.51,23.81,18.66,19.55,13.47,16.6,"9",1,"No"
2017,70.1,120.8,104.2,16.3,17.6,57.5436739015352,17.3429391026343,27.0793036750484,30.9687665431445,17.3698213606994,44.3177499049791,38.3124287343215,19.2307692307692,51.5301902398677,29.1563275434243,71.0813,70.1033,115.193,120.771,106.081,104.191,16.5801,71.0408,69.9346,115.653,120.943,105.356,103.371,17.5711,52.7124773960217,42.911877394636,78.1196581196581,9.34199837530463,50.6092607636068,36.7762128325509,69.7151424287856,10.3978300180832,41.4505029115934,34.1711229946524,57.1273122959739,59.5571095571096,0.101167144765367,0.0919701316048788,76.59,1.36,-0.8,0.47,0.16,-2.06,0.28,1.67,38.01,17.56,18.26,20.13,15.99,28.04,52.92,16.68,14.9,9.54,5.92,22.82,19.89,23.38,19.46,14.43,16.6,"10",1,"No"
2016,63.3,110.1,93.6,20.4,16.8,48.5394,17.132,33.13905,37.976,21.5761,49.4732,28.9507,19.8655,53.0942,27.0404,63.9135,63.2746,105.276,110.115,99.0552,93.5688,16.5464,64.0913,63.2633,106.662,111.769,99.9787,95.4038,16.3651,46.5504,34.9085,70.3297,8.6364,44.8485,37.3606,70.9936,9.199,34.2201,28.9559,49.0196,46.7844,0.091,0.0843,78.02,-0.05,1.16,2.25,1.02,1.83,1.1,1.35,22.58,22.99,23.12,19.56,20.82,13.51,32.95,25.74,24.67,6,10.65,30.2,21.42,19.85,12.27,16.26,16.5,"7",1,"No"
2019,65.2,115.3,98.8,18.3,17.9,51.1698880976602,19.6710827365299,37.910699241786,32.2990844354018,17.6085176085176,48.7305487305487,33.6609336609337,20.2432667245873,47.6976542137272,32.0590790616855,66.4633,65.2354,107.867,115.283,101.588,98.7984,16.485,66.6446,65.2511,107.248,113.517,100.481,98.2238,15.2935,51.1607910576096,34.1220423412204,67.7165354330709,13.7662337662338,47.5324675324675,34.453781512605,68.3284457478006,12.5537403267412,40.8443540183113,38.2022471910112,54.4303797468354,55.5974842767296,0.0921806343483127,0.0890932446811443,76.91,0.09,-0.01,-0.79,0.07,1.12,0.04,1.45,34.87,19.7,18.41,18.3,19.25,24.34,28.12,27.94,26.1,12.54,5.3,21.63,24.88,18.78,21.68,13.04,16.5,"9",1,"No"
2022,64.7,108.6,92.1,17.7,18.6,55.5651672433679,18.4575283115236,25.1256281407035,31.4878892733564,16.7602591792657,46.5658747300216,36.6738660907127,18.4848484848485,50.9090909090909,30.6060606060606,65.5308,64.6877,108.587,108.591,92.7513,92.0696,16.521,65.6169,64.5889,109.986,110.891,92.9722,93.196,17.6948,54.887983706721,37.6329787234043,71.0622710622711,7.31707317073171,47.2795497185741,30.8868501529052,73.6418511066398,11.4052953156823,43.3679354094579,38.0232558139535,57.1776155717762,41.643059490085,0.101445957132038,0.0873562408636996,76.76,-1.12,0.2,0.88,-0.4,-0.53,-0.46,2.54,32.46,22.41,21.29,16.93,21.12,18.18,38.65,18.18,22.3,12.66,8.1,21.54,19.32,23.72,20.14,15.22,16.5,"10",1,"No"
